FUNZIONARIO,NUM_FUNZIONARIO,STATO_ASSEGNAZIONE,TERRITORIO_OPERATIVO,STATO_GIRO,STATO_MERCATO,PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,DOVE_ANDRE,COSA_CERCO,PREZZO,FONTE,SELLER_SIGNAL,AZIONE,PDF_DA_VERIFICARE,URL,F1_INDIRIZZO_REMOTO_URL
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,via Giorgio La Pira 5,Vendita Appartamento Collegno. Trilocale in via Giorgio La Pira 5,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131303452/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E64D4C5A548022C4&comune=Collegno&provincia=TO&via=via+Giorgio+La+Pira&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131303452%2F&titolo=Vendita+Appartamento+Collegno.+Trilocale+in+via+Giorgio+La+Pira+5+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,via Podgora 12,Vendita Appartamento Collegno. Quadrilocale in via Podgora 12. Ottimo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130165128/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CFFEA28E24B42A7D&comune=Collegno&provincia=TO&via=via+Podgora&civico=12&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130165128%2F&titolo=Vendita+Appartamento+Collegno.+Quadrilocale+in+via+Podgora+12.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,via Vincenzo Gioberti,Vendita Appartamento Collegno. Trilocale in via Vincenzo Gioberti,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131509758/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,corso palmiro togliatti,Vendita Appartamento Collegno. Quadrilocale in corso palmiro togliatti,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130278486/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Collegno,via Avigliana 13,Vendita Appartamento Collegno. Bilocale in via Avigliana 13. Nuovo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130994920/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CA0DA030B717E336&comune=Collegno&provincia=TO&via=via+Avigliana&civico=13&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130994920%2F&titolo=Vendita+Appartamento+Collegno.+Bilocale+in+via+Avigliana+13.+Nuovo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,INDIRIZZO DA VERIFICARE,Rustico in vendita a Condove Cod. 34221003-2080,PREZZO DA VERIFICARE,Tipologie residenziali,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.fcimmobiliare.it/i-672099-vendita-rustico-condove/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Borgata Belle Fugera Condove. Da,Vendita Terratetto unifamiliare in Borgata Belle Fugera Condove. Da,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131400328/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Borgata Belle Fugera 11,"Vendita Rustico in Borgata Belle Fugera 11 Condove. Buono stato, 122 m²",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130667076/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C7BA714E47132ECC&comune=Condove&provincia=TO&via=Borgata+Belle+Fugera&civico=11&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130667076%2F&titolo=Vendita+Rustico+in+Borgata+Belle+Fugera+11+Condove.+Buono+stato%2C+122+m%C2%B2+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Strada Comunale Condove-Mocchie 39,Vendita Rustico in Strada Comunale Condove-Mocchie 39 Condove. Da,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130817214/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-D0BA81AC1FF6B15C&comune=Condove&provincia=TO&via=Strada+Comunale+Condove-Mocchie&civico=39&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130817214%2F&titolo=Vendita+Rustico+in+Strada+Comunale+Condove-Mocchie+39+Condove.+Da+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,Borgata Alotti Condove. Buono stato,Vendita Terratetto unifamiliare in Borgata Alotti Condove. Buono stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/124174757/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,via G. Matteotti,"Appartamento all'asta via G. Matteotti, Condove",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131981672/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,via Superga 43,Vendita Appartamento Sant'Antonino di Susa. Trilocale in via Superga 43,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127962114/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E3EDCE2F50206493&comune=Condove&provincia=TO&via=via+Superga&civico=43&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127962114%2F&titolo=Vendita+Appartamento+Sant%27Antonino+di+Susa.+Trilocale+in+via+Superga+43+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Condove,via Leopardi,"Asta per appartamento, via Leopardi, Centro Condove, rif. 131978636",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131978636/,
FUNZIONARIO 6,6,ASSEGNATO,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,"Frazione Rastella, 34","Baita/chalet in vendita in Frazione Rastella, 34 - idealista",PREZZO DA VERIFICARE,Idealista,NON_DETERMINATO,VAI IN ZONA,,https://www.idealista.it/immobile/24663313/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B5F02E5E64E1D339&comune=Giaglione&provincia=TO&via=Frazione+Rastella&civico=34&url=https%3A%2F%2Fwww.idealista.it%2Fimmobile%2F24663313%2F&titolo=Baita%2Fchalet+in+vendita+in+Frazione+Rastella%2C+34+-+idealista&segnale=monitoraggio+base&fonte=Idealista&telefono=&telefono_fonte=
FUNZIONARIO 6,6,ASSEGNATO,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaglione,Frazione San Giovanni a Giaglione,Casa indipendente in Vendita in Frazione San Giovanni a Giaglione,PREZZO DA VERIFICARE,Casa.it,NON_DETERMINATO,VAI IN ZONA,,https://www.casa.it/immobili/52309620/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via san michele 61,Vendita Appartamento Giaveno. Trilocale in via san michele 61. Buono,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131876920/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6ED45A6253B7A0A7&comune=Giaveno&provincia=TO&via=via+san+michele&civico=61&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131876920%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+san+michele+61.+Buono+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via genolino 57,Vendita Villa plurifamiliare in via genolino 57 Giaveno. Buono stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/124432485/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-21405638C5F6C4F7&comune=Giaveno&provincia=TO&via=via+genolino&civico=57&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F124432485%2F&titolo=Vendita+Villa+plurifamiliare+in+via+genolino+57+Giaveno.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,piazza san rocco 6,Vendita Appartamento Giaveno. Trilocale in piazza san rocco 6. Buono,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/118506353/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-AB5F09526069A030&comune=Giaveno&provincia=TO&via=piazza+san+rocco&civico=6&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F118506353%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+piazza+san+rocco+6.+Buono+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via Garnier Valletti 3,Vendita Appartamento Giaveno. Trilocale in via Garnier Valletti 3,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/129690260/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-FED0EACBDB2324AB&comune=Giaveno&provincia=TO&via=via+Garnier+Valletti&civico=3&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F129690260%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+Garnier+Valletti+3+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via San Luigi 50,Vendita Appartamento Giaveno. Trilocale in via San Luigi 50. Nuovo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127915862/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-CEAFC0EF709DB28D&comune=Giaveno&provincia=TO&via=via+San+Luigi&civico=50&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127915862%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+San+Luigi+50.+Nuovo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via martiri della libertà 5,Vendita Appartamento Giaveno. Trilocale in via martiri della libertà 5,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/123612449/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-80AAB5B6E1FC5AE2&comune=Giaveno&provincia=TO&via=via+martiri+della+libert%C3%A0&civico=5&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F123612449%2F&titolo=Vendita+Appartamento+Giaveno.+Trilocale+in+via+martiri+della+libert%C3%A0+5+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via colle del vento 59,Vendita Villa unifamiliare in via colle del vento 59 Giaveno. Nuova,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/119350083/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-92139A4F6097EABA&comune=Giaveno&provincia=TO&via=via+colle+del+vento&civico=59&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F119350083%2F&titolo=Vendita+Villa+unifamiliare+in+via+colle+del+vento+59+Giaveno.+Nuova+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,via Canonico Pio Rolla 17,Vendita Appartamento in via Canonico Pio Rolla 17. Giaveno. Buono stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/128104366/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B6B763A29FA3C3D0&comune=Giaveno&provincia=TO&via=via+Canonico+Pio+Rolla&civico=17&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F128104366%2F&titolo=Vendita+Appartamento+in+via+Canonico+Pio+Rolla+17.+Giaveno.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Giaveno,Borgata Verna 61,Vendita Terratetto unifamiliare in Borgata Verna 61 Giaveno. Ottimo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/119442703/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-8095FAD49FE4175B&comune=Giaveno&provincia=TO&via=Borgata+Verna&civico=61&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F119442703%2F&titolo=Vendita+Terratetto+unifamiliare+in+Borgata+Verna+61+Giaveno.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,Strada della Pronda 165,Vendita Appartamento Grugliasco. Trilocale in Strada della Pronda 165,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/124222393/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-C899DE4CA4BFD685&comune=Grugliasco&provincia=TO&via=Strada+della+Pronda&civico=165&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F124222393%2F&titolo=Vendita+Appartamento+Grugliasco.+Trilocale+in+Strada+della+Pronda+165+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,via Silvio Allason 20/7,Vendita Appartamento Grugliasco. Trilocale in via Silvio Allason 20/7,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127997782/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-DA907781B303C820&comune=Grugliasco&provincia=TO&via=via+Silvio+Allason&civico=20%2F7&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127997782%2F&titolo=Vendita+Appartamento+Grugliasco.+Trilocale+in+via+Silvio+Allason+20%2F7+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,corso Adriatico. Buono,Vendita Appartamento Grugliasco. Bilocale in corso Adriatico. Buono,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/128520118/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,via Crea 43,Vendita Appartamento Grugliasco. Bilocale in via Crea 43. Da,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131263920/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-70D3E11E2AA8D20C&comune=Grugliasco&provincia=TO&via=via+Crea&civico=43&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131263920%2F&titolo=Vendita+Appartamento+Grugliasco.+Bilocale+in+via+Crea+43.+Da+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,viale Fabrizio De Andrè,Vendita Appartamento Grugliasco. Trilocale in viale Fabrizio De Andrè,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127295393/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,via Severino Doppi 31,Vendita Appartamento Grugliasco. Quadrilocale in via Severino Doppi 31,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/125581333/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-E6C7BE47B42DCC88&comune=Grugliasco&provincia=TO&via=via+Severino+Doppi&civico=31&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F125581333%2F&titolo=Vendita+Appartamento+Grugliasco.+Quadrilocale+in+via+Severino+Doppi+31+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,via Giovanni Tobanelli,Vendita Appartamento Grugliasco. Quadrilocale in via Giovanni Tobanelli,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130165320/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,via Panealbo 63,Vendita Appartamento Grugliasco. Bilocale in via Panealbo 63. Ottimo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131272958/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B9AE98D3CFCDCEA8&comune=Grugliasco&provincia=TO&via=via+Panealbo&civico=63&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F131272958%2F&titolo=Vendita+Appartamento+Grugliasco.+Bilocale+in+via+Panealbo+63.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Grugliasco,via E. Montanaro 17,Vendita Appartamento Grugliasco. Quadrilocale in via E. Montanaro 17,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/128600174/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-119ECD03A6EAF7A6&comune=Grugliasco&provincia=TO&via=via+E.+Montanaro&civico=17&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F128600174%2F&titolo=Vendita+Appartamento+Grugliasco.+Quadrilocale+in+via+E.+Montanaro+17+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,IN_ATTESA_TEAM,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,via Torino 7,Vendita Terratetto plurifamiliare in via Torino 7 Mattie. Buono stato,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127657942/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-7E109FE0ED2CB0A8&comune=Mattie&provincia=TO&via=via+Torino&civico=7&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127657942%2F&titolo=Vendita+Terratetto+plurifamiliare+in+via+Torino+7+Mattie.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,IN_ATTESA_TEAM,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mattie,via Grandi Tanze 39,"Vendita Appartamento in via Grandi Tanze 39. Mattie. Buono stato, su",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130635102/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-97AF4654B93D08AA&comune=Mattie&provincia=TO&via=via+Grandi+Tanze&civico=39&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130635102%2F&titolo=Vendita+Appartamento+in+via+Grandi+Tanze+39.+Mattie.+Buono+stato%2C+su+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
FUNZIONARIO 7,7,ASSEGNATO,SI,FERMATA_PRONTA,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Meana di Susa,via armona. Da,Vendita Appartamento Meana di Susa. Quadrilocale in via armona. Da,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/131674966/,
,,DA_VERIFICARE,SI,DA_VERIFICARE,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Mompantero,INDIRIZZO DA VERIFICARE,Villa a schiera in vendita a Mompantero - Urbiano Cod. SUSA143,PREZZO DA VERIFICARE,Mercato residenziale,NON_DETERMINATO,APRI FONTE E VERIFICA INDIRIZZO,,https://www.fcimmobiliare.it/i-672129-vendita-villa-a-schiera-mompantero-urbiano/,
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,via Cotolivier 59,Vendita Appartamento Oulx. Quadrilocale in via Cotolivier 59. Buono,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/128523994/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B348D9E882F958FD&comune=Oulx&provincia=TO&via=via+Cotolivier&civico=59&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F128523994%2F&titolo=Vendita+Appartamento+Oulx.+Quadrilocale+in+via+Cotolivier+59.+Buono+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,via Bardonecchia 20,Vendita Appartamento Oulx. Bilocale in via Bardonecchia 20. Ottimo,PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127803216/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-6B18D47AC40182A1&comune=Oulx&provincia=TO&via=via+Bardonecchia&civico=20&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127803216%2F&titolo=Vendita+Appartamento+Oulx.+Bilocale+in+via+Bardonecchia+20.+Ottimo+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,"via Roma, 49","Vendita Appartamento Oulx. Trilocale in via Roma, 49. Buono stato",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/127772530/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-2004958BFD143754&comune=Oulx&provincia=TO&via=via+Roma&civico=49&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F127772530%2F&titolo=Vendita+Appartamento+Oulx.+Trilocale+in+via+Roma%2C+49.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
,,BACKLOG,NO,BACKLOG,TRACKED,BASSA,15,RESIDENZIALE,IMMOBILE,,ACQUISIZIONE IMMOBILE,Oulx,"vicolo Bouchard, 6","Vendita Appartamento Oulx. Bilocale in vicolo Bouchard, 6. Buono stato",PREZZO DA VERIFICARE,Immobiliare.it,NON_DETERMINATO,VAI IN ZONA,,https://www.immobiliare.it/annunci/130837728/,http://127.0.0.1:8765/radar/importa?canonical_id=RADAR-B8E31E44B1085E67&comune=Oulx&provincia=TO&via=vicolo+Bouchard&civico=6&url=https%3A%2F%2Fwww.immobiliare.it%2Fannunci%2F130837728%2F&titolo=Vendita+Appartamento+Oulx.+Bilocale+in+vicolo+Bouchard%2C+6.+Buono+stato+...&segnale=monitoraggio+base&fonte=Immobiliare.it&telefono=&telefono_fonte=
